NAME,VERSION,REPO,HOMEPAGE,DESCRIPTION
xerces-c,3.2.4-1,main,xerces.apache.org,"Apache Xerces-C validating XML parser"
xev,1.2.5-1,main,,"Print contents of X events"
xf86-input-evdev,2.10.6-1,main,,"X.org evdev input driver"
xf86-input-libinput,1.4.0-1,main,,"Wrapper around libinput and allows for libinput to be used for input devices in X"
xf86-input-synaptics,1.9.2-1,main,,"Synaptics driver for notebook touchpads"
xf86-input-vmmouse,13.2.0-1,main,,"VMMouse input driver for the Xorg X server"
xf86-input-wacom,1.2.0-1,main,,"X.Org X11 driver and SDK for Wacom and Wacom-like tablets"
xf86-video-amdgpu,23.0.0-1,main,,"X.Org Video Driver for newer AMD Radeon video cards starting from Volcanic Islands"
xf86-video-ati,22.0.0-2,main,,"X.Org Video Driver for ATI Radeon video cards including all chipsets ranging from R100 to the 'Volcanic Islands' chipsets"
xf86-video-fbdev,0.5.0-1,main,,"X.org framebuffer video driver"
xf86-video-intel,20230223-1,main,,"X.Org Video Driver for Intel integrated video cards including 8xx, 9xx, Gxx, Qxx and HD graphics processors"
xf86-video-nouveau,1.0.17-2,main,,"X.Org Video Driver for NVidia Cards"
xf86-video-qxl,0.1.6-1,main,https://www.x.org,"Xorg X11 qxl video driver"
xf86-video-vesa,2.6.0-1,main,,"Unaccelerated VESA display driver"
xf86-video-vmware,13.4.0-1,main,,"X.org vmware video driver"
xfburn,0.6.2-1,main,,"GTK+ 2 GUI frontend for Libisoburn"
xfce4,1.0-2,main,,"Meta port for xfce4 desktop"
xfce4-appfinder,4.18.1-1,main,,"Tool to find and launch installed applications by searching the .desktop files"
xfce4-battery-plugin,1.1.4-1,main,,"A battery monitor panel plugin for Xfce4"
xfce4-clipman-plugin,1.6.4-1,main,,"Clipboard manager for Xfce"
xfce4-cpufreq-plugin,1.2.8-1,main,,"CPU frequency plugin for the Xfce4 panel"
xfce4-cpugraph-plugin,1.2.8-1,main,,"CPU graph plugin for the Xfce4 panel"
xfce4-datetime-plugin,0.8.3-1,main,,"Shows the date and time in the xfce4 panel"
xfce4-dev-tools,4.18.0-1,main,,"Xfce developer tools"
xfce4-dict,0.8.5-1,main,,"A dictionary plugin for the Xfce panel"
xfce4-diskperf-plugin,2.7.0-1,main,,"Plugin for the Xfce4 panel displaying instant disk/partition performance"
xfce4-eyes-plugin,4.6.0-1,main,,"Xfce panel plugin that adds eyes which watch your every step"
xfce4-fsguard-plugin,1.1.2-1,main,,"File system usage monitor plugin for the Xfce4 panel"
xfce4-mailwatch-plugin,1.3.0-1,main,,"Multi-protocol, multi-mailbox mail watcher for the Xfce4 panel"
xfce4-mount-plugin,1.1.5-1,main,,"Mount/umount utility for the Xfce4 panel"
xfce4-mpc-plugin,0.5.2-1,main,,"Simple client plugin for Music Player Daemon"
xfce4-netload-plugin,1.4.1-1,main,,"A netload plugin for the Xfce panel"
xfce4-notes-plugin,1.10.0-1,main,,"Notes plugin for xfce4 panel"
xfce4-notifyd,0.8.2-1,main,,"Notification daemon for the Xfce desktop"
xfce4-panel,4.18.4-1,main,,"Xfce4 Panel"
xfce4-panel-profiles,1.0.14-1,main,,"Xfce panel profiles"
xfce4-places-plugin,1.8.3-1,main,,"Menu with quick access to folders, documents, and removable media"
xfce4-power-manager,4.18.2-1,main,,"Power manager for the Xfce desktop"
xfce4-pulseaudio-plugin,0.4.7-1,main,,"Pulseaudio plugin for the Xfce4 panel"
xfce4-screenshooter,1.10.4-1,main,,"Plugin that makes screenshots for the Xfce panel"
xfce4-sensors-plugin,1.4.4-1,main,,"A netload plugin for the Xfce panel"
xfce4-session,4.18.3-2,main,,"Session manager for Xfce"
xfce4-settings,4.18.3-1,main,,"Collection of programs that are useful for adjusting your Xfce preferences"
xfce4-systemload-plugin,1.3.2-1,main,,"A system load plugin for the Xfce4 panel"
xfce4-terminal,1.0.4-1,main,,"GTK+3 terminal emulator for xfce desktop"
xfce4-time-out-plugin,1.1.2-1,main,,"Take a break from your computer with this plugin for Xfce4"
xfce4-timer-plugin,1.7.1-1,main,,"Plugin to track time for the Xfce4 panel"
xfce4-wavelan-plugin,0.6.3-1,main,,"Display stats from a wireless lan interface"
xfce4-weather-plugin,0.11.0-1,main,,"Shows information about local weather in the xfce4 panel"
xfce4-whiskermenu-plugin,2.7.2-1,main,,"Alternate menu for Xfce4"
xfce4-xkb-plugin,0.8.3-1,main,,"Plugin to switch keyboard layouts for the Xfce4 panel"
xfconf,4.18.1-1,main,,"The configuration storage system for Xfce"
xfd,1.1.4-1,main,,"Displays all the characters in a font using either the X11 core protocol or libXft2"
xfdesktop,4.18.1-1,main,,"Desktop manager for the Xfce Desktop Environment"
xfontsel,1.1.0-1,main,,"Point and click selection of X11 font names"
xfsprogs,6.4.0-1,main,,"Administration and debugging tools for the XFS file system"
xfwm4,4.18.0-1,main,,"Window manager for Xfce"
xgamma,1.0.7-1,main,,"Alter a monitor's gamma correction"
xhost,1.0.9-1,main,,"Server access control program for X"
xinit,1.4.2-1,main,,"Script to start the xserver"
xinput,1.6.4-1,main,,"Small commandline tool to configure devices"
xkbcomp,1.4.6-1,main,,"X Keyboard description compiler"
xkbevd,1.1.5-1,main,,"XKB event daemon"
xkbutils,1.0.5-1,main,,"XKB utility demos"
xkeyboard-config,2.39-2,main,,"Keyboard configuration database for the X Window System"
xkill,1.0.6-1,main,,"Kill a client by its X resource"
xlsatoms,1.1.4-1,main,,"List interned atoms defined on server"
xlsclients,1.1.5-1,main,,"List client applications running on a display"
xlsfonts,1.0.7-1,main,,"List available X fonts"
xman,1.1.5-1,main,https://www.x.org/releases/individual/app/,"xman manual page browser"
xmessage,1.0.6-1,main,,"Display a message or query in a window"
xmlstarlet,1.6.1-1,main,,"xmlstarlet xml command line toolkit"
xmlto,0.0.28-1,main,,"Front-end to an XSL toolchain"
xmodmap,1.0.11-1,main,,"Utility for modifying keymaps and button mappings"
xnedit,1.5.0-1,main,https://sourceforge.net/projects/xnedit,"Modernized fork of NEdit with unicode support and AA text rendering "
xorg,1.0-1,main,,"Meta port for Xorg"
xorg-applications,1.0-1,main,,"Meta port for Xorg applications"
xorg-fonts,1.0-2,main,,"Meta port for Xorg fonts"
xorg-libraries,1.0-1,main,,"Meta port for Xorg libraries"
xorgproto,2023.2-1,main,,"Combined X.Org X11 Protocol headers"
xorgproto-32,2023.2-1,multilib,,"Combined X.Org X11 Protocol headers"
xorg-server,21.1.8-2,main,,"The core of the X Window system"
xorg-video-drivers,1.0-1,main,,"Meta port for xorg video drivers"
xpaint,3.1.4-1,main,,"A color image editing tool which features most standard paint program options"
xpdf,4.04-1,main,https://www.xpdfreader.com,"Viewer for Portable Document Format (PDF) files"
xpr,1.1.0-1,main,,"Print an X window dump from xwd"
xprop,1.2.6-1,main,,"Property displayer for X"
xrandr,1.5.2-1,main,,"Primitive command line interface to RandR extension"
xrdb,1.2.2-1,main,,"X server resource database utility"
xrefresh,1.0.7-1,main,,"Refresh all or part of an X screen"
xsane,0.999-1,main,http://www.sane-project.org,"Scanner frontend and GIMP plugin for sane"
xsel,1.2.1-1,main,,"command-line programm for getting and setting the contents of the X selection"
xsensors,0.80-1,main,http://www.linuxhardware.org/xsensors/,"X11 interface to lm_sensors"
xset,1.2.5-1,main,,"User preference utility for X"
xsetroot,1.1.3-1,main,,"Classic X utility to set your root window background to a given pattern or color"
xterm,384-1,main,,"Terminal emulator for the X Window System"
xtitle,0.4.4-1,main,https://github.com/baskerville/xtitle,"Outputs X window titles "
xtrans,1.5.0-1,main,,"X transport library"
xtrans-32,1.5.0-1,multilib,,"X transport library (32bit)"
xvinfo,1.1.5-1,main,,"Prints out the capabilities of any video adaptors associated with the display that are accessible through the X-Video extension"
xwallpaper,0.7.4-1,main,https://github.com/stoeckmann/xwallpaper,"wallpaper setting utility for X"
xwayland,23.2.0-2,main,https://www.x.org/wiki,"Compact xserver to run under wayland for compatibility"
xwd,1.0.9-1,main,,"X Window System image dumping utility"
xwininfo,1.1.6-1,main,,"Command-line utility to print information about windows on an X server"
xwud,1.0.6-1,main,,"X Window System image undumping utility"
xz-32,5.4.4-1,multilib,,"Programs for compressing and decompressing files"
yad,13.0-1,main,,"A fork of zenity - display graphical dialogs from shell scripts or command line"
yajl,2.1.0-2,main,,"Yet Another JSON Library"
yambar,1.10.0-1,main,https://codeberg.org/dnkl/yambar,"Modular status panel for X11 and Wayland, inspired by polybar"
yaml,0.2.5-1,main,,"C library for parsing and emitting YAML"
yarn,1.22.19-1,main,,"Fast, reliable, and secure dependency management"
yash,2.55-1,main,https://github.com/magicant/yash,"Yet Another SHell is a POSIX-compliant command line shell"
yasm,1.3.0-1,main,,"A complete rewrite of the NASM-2.13.01 assembler, supports the x86 and AMD64 instruction sets"
yelp-tools,42.1-1,main,,"Tools for creating Yelp documentation"
yelp-xsl,42.1-1,main,,"Stylesheets for Yelp"
yetris,2.3.0-1,main,,"Customizable Tetris clone for the terminal"
you-get,0.4.1650-1,main,,"A YouTube/Youku/Niconico video downloader written in Python 3"
youtube-dl,2021.12.17-1,main,,"A small command-line program to download videos from YouTube.com and a few more sites"
yt-dlp,2023.07.06-1,main,,"youtube-dl fork with additional features and fixes"
ytfzf,2.5.5-1,main,https://github.com/pystardust/ytfzf,"A posix script to find and watch youtube videos from the terminal."
zathura,0.5.2-2,main,,"Zathura - highly customizable and functional document viewer"
zathura-pdf-mupdf,0.4.0-2,main,https://git.pwmt.org/pwmt/zathura-pdf-mupdf,"EPUB, PDF and XPS support based on MuPDF to zathura"
zathura-pdf-poppler,0.3.1-1,main,https://pwmt.org/projects/zathura-pdf-poppler,"PDF plug-in for zathura"
zenity,3.44.2-1,main,,"Display graphical dialog boxes from shell scripts"
zig,0.12.0-4,main,https://ziglang.org,"Zig Language Compiler / C Compiler / C++ Compiler"
zip,3.0-1,main,,"Compressing files into ZIP archives"
zita-alsa-pcmi,0.6.1-1,main,,"The successor of clalsadrv, provides easy access to ALSA PCM devices"
zita-resampler,1.11.2-1,main,,"A C++ library for resampling audio signals (apps)"
zita-resampler-libs,1.11.2-1,main,,"A C++ library for resampling audio signals"
zlib-32,1.3-1,multilib,,"Compression and decompression routines used by some programs (32bit)"
zoom,5.15.5.5603-1,nonfree,https://zoom.us/,"Video Conferencing and Web Conferencing Service"
zsh,5.9-1,main,,"A very advanced and programmable command interpreter (shell) for UNIX"
zstd,1.5.5-1,main,,"Zstandard is a real-time compression algorithm, providing high compression ratios."
zstd-32,1.5.5-2,multilib,,"Zstandard is a real-time compression algorithm, providing high compression ratios."
